data,serie_13672,serie_13684,serie_1619,serie_188,serie_189,serie_20570,serie_20574,serie_20576,serie_20577,serie_20578,serie_20579,serie_20580,serie_20581,serie_20584,serie_20588,serie_20590,serie_20662,serie_20668,serie_20669,serie_20670,serie_20671,serie_20672,serie_20673,serie_20676,serie_20679,serie_20680,serie_20682,serie_20740,serie_20744,serie_20745,serie_20746,serie_20747,serie_20748,serie_20749,serie_20752,serie_20878,serie_20881,serie_20882,serie_20883,serie_20884,serie_20885,serie_20886,serie_20889,serie_20892,serie_20954,serie_20958,serie_20959,serie_20960,serie_20961,serie_20962,serie_20963,serie_20966,serie_20970,serie_20971,serie_21033,serie_21037,serie_21038,serie_21039,serie_21040,serie_21041,serie_21042,serie_21045,serie_21049,serie_21050,serie_21112,serie_21116,serie_21117,serie_21118,serie_21119,serie_21120,serie_21121,serie_21124,serie_21128,serie_21129,serie_21130,serie_22023,serie_22024,serie_23061,serie_23063,serie_23070,serie_24369,serie_24370,serie_24379,serie_24380,serie_24381,serie_24382,serie_25462,serie_25466,serie_25467,serie_25468,serie_25469,serie_25470,serie_25471,serie_25474,serie_25477,serie_25478,serie_25479,serie_27574,serie_27791,serie_27810,serie_27813,serie_27815,serie_28635,serie_28636,serie_28637,serie_433,serie_4393
2021-02-01,7.2,6.7,1100.0,0.82,2.53,1243450.0,156065.0,24922.0,253939.0,167935.0,446795.0,602860.0,223973.0,519.0,23878.0,275544.0,153793.0,1275.0,10308.0,4562.0,16145.0,26058.0,10932.0,5.0,15361.0,4711.0,109620.0,40.05,30.29,16.16,21.2,18.83,33.1,19.96,24.93,60.47,53.37,89.83,76.47,82.79,72.24,45.9,43.57,11.23,24.2,22.23,35.15,28.99,32.11,30.24,17.03,13.96,6.06,3.01,3.65,3.5,2.81,1.59,2.39,2.84,5.31,7.96,5.88,2.05,4.07,4.09,2.82,2.37,2.72,3.31,3.01,4.64,5.08,4.15,1.09,167.06,63.24,137.1,134.0,83.7,14.6,170949.0,87285.0,14932.0,3295.0,2993.0,2.85,2.23,1.26,1.62,1.45,2.41,1.53,1.87,12.86,8.53,4.17,311.65,587846663.0,3883410796.0,8004776613.0,8526838222.0,1635.0,368.0,16892481.96,0.86,116.23
2021-03-01,7.1,6.6,1100.0,0.86,2.94,1256662.0,161311.0,25116.0,257030.0,169271.0,451416.0,612728.0,224295.0,497.0,24787.0,277198.0,172379.0,1428.0,11613.0,5263.0,18304.0,31553.0,11186.0,4.0,17039.0,5475.0,120439.0,40.74,29.9,16.29,21.21,18.88,33.59,20.64,25.31,61.31,53.77,91.4,77.23,84.01,73.18,45.73,41.23,11.93,24.48,22.21,35.99,29.07,32.61,30.55,17.22,13.85,6.02,3.09,3.98,3.41,3.05,1.64,2.54,2.99,6.06,9.0,6.65,2.53,4.02,4.05,2.68,2.39,2.65,3.29,3.07,4.44,4.96,3.9,0.93,167.55,64.82,116.1,143.6,77.7,14.9,171084.0,87082.0,15257.0,3048.0,3005.0,2.89,2.2,1.27,1.62,1.45,2.44,1.58,1.9,13.05,8.55,4.25,328.22,593105306.0,3935393883.0,8062170326.0,8657345746.0,2356.0,502.0,23615745.66,0.93,112.9
2021-04-01,7.0,6.5,1100.0,0.38,1.51,1271802.0,164969.0,25476.0,261590.0,174113.0,461180.0,626149.0,225422.0,476.0,25544.0,279609.0,172562.0,1519.0,11420.0,9365.0,22304.0,34478.0,11058.0,4.0,17021.0,5172.0,120024.0,41.31,28.78,16.81,21.9,19.38,34.39,21.31,24.31,62.11,58.77,90.8,80.3,85.11,73.98,45.96,41.5,11.93,24.85,22.41,36.37,30.34,33.32,31.09,17.23,13.55,6.09,3.13,3.86,3.47,2.85,1.61,2.42,2.84,6.04,9.05,6.55,2.62,4.04,3.96,2.6,2.4,2.6,3.27,3.18,4.32,5.03,3.8,0.79,165.65,65.51,103.6,107.4,84.6,14.8,171217.0,87475.0,15189.0,3041.0,2968.0,2.92,2.13,1.3,1.66,1.49,2.49,1.62,1.83,13.06,8.48,4.29,332.2,598687912.0,3941404119.0,8132092713.0,8686640837.0,2038.0,463.0,21171663.86,0.31,104.95
2021-05-01,6.9,6.4,1100.0,0.96,4.1,1298804.0,168165.0,25803.0,266603.0,177339.0,469746.0,637911.0,226867.0,460.0,26216.0,293489.0,187839.0,1602.0,13054.0,9103.0,23759.0,36237.0,11703.0,6.0,16934.0,5101.0,130795.0,39.84,29.42,16.48,21.06,18.91,32.84,21.29,24.49,62.47,54.3,92.57,80.77,86.05,74.68,46.2,41.2,12.0,24.79,23.07,36.52,30.51,33.5,31.24,17.28,13.18,6.12,3.17,3.77,3.46,2.7,1.77,2.39,2.77,6.1,9.05,6.76,2.57,4.1,3.96,2.63,2.48,2.65,3.27,3.34,4.75,5.28,3.86,0.78,164.44,61.96,85.1,103.2,90.5,14.7,171352.0,88151.0,15225.0,3010.0,2960.0,2.83,2.17,1.28,1.61,1.45,2.39,1.62,1.84,12.92,8.44,4.1,335.87,602415023.0,3959086827.0,8217877065.0,8772215183.0,2062.0,389.0,18173809.32,0.83,105.9
2021-06-01,6.8,6.4,1100.0,0.6,0.6,1321114.0,172766.0,26868.0,270868.0,180065.0,477800.0,650567.0,229115.0,449.0,26587.0,301666.0,189609.0,1684.0,12519.0,8229.0,22432.0,36566.0,12581.0,6.0,16934.0,5106.0,131206.0,39.83,29.36,16.24,20.94,18.73,32.56,21.59,24.69,63.26,54.2,95.13,80.77,87.46,75.87,46.46,43.97,12.1,24.92,21.98,36.79,30.57,33.61,31.3,17.35,12.78,6.16,3.19,3.68,3.61,2.6,1.72,2.32,2.71,5.85,9.18,6.3,2.5,4.03,3.91,2.55,2.5,2.61,3.23,3.36,4.55,4.99,3.97,0.77,164.49,61.66,147.2,125.5,100.8,14.2,171485.0,89384.0,14832.0,2991.0,2912.0,2.83,2.17,1.26,1.6,1.44,2.38,1.64,1.86,12.91,8.44,4.08,323.94,636140891.0,4061317241.0,8345682829.0,8905135045.0,2195.0,415.0,18153909.31,0.53,107.32
2021-07-01,6.7,6.3,1100.0,1.02,0.78,1345441.0,177871.0,27452.0,274125.0,182519.0,484096.0,661967.0,229749.0,432.0,27037.0,311339.0,193690.0,1666.0,11477.0,8040.0,21183.0,36002.0,13128.0,5.0,17741.0,5181.0,136540.0,39.6,29.53,16.59,20.54,18.79,32.11,21.94,24.8,62.86,54.87,92.43,80.8,85.96,74.76,46.66,42.53,12.3,24.69,23.73,36.74,28.79,32.98,30.77,17.5,12.33,6.25,3.28,3.63,3.41,2.57,2.05,2.42,2.71,5.69,8.64,6.28,2.42,4.09,3.93,2.56,2.62,2.66,3.24,3.39,4.78,5.15,4.03,0.74,163.67,61.43,143.4,141.7,111.8,13.7,171620.0,90666.0,14407.0,2959.0,2894.0,2.82,2.18,1.29,1.57,1.45,2.35,1.67,1.86,12.95,8.41,4.07,340.69,645132915.0,4111578695.0,8447830940.0,9028343889.0,2275.0,514.0,24579994.12,0.96,110.98
2021-08-01,6.6,6.3,1100.0,0.88,0.66,1377949.0,185546.0,28063.0,279205.0,184540.0,491808.0,677354.0,232817.0,430.0,27952.0,323009.0,205784.0,1793.0,12092.0,8147.0,22033.0,38325.0,13319.0,8.0,18533.0,5588.0,144823.0,40.48,29.82,16.73,20.43,18.84,33.15,22.65,24.45,62.13,53.37,91.0,80.1,84.81,73.59,46.73,47.37,12.53,24.93,23.43,37.02,29.62,33.45,31.03,17.65,11.74,6.21,3.25,3.6,3.48,2.45,1.54,2.17,2.62,5.73,8.68,6.37,2.45,4.13,3.96,2.56,2.78,2.72,3.32,3.4,4.19,5.24,4.12,0.69,163.62,61.83,88.9,146.5,114.7,13.1,171753.0,91725.0,13874.0,2905.0,2853.0,2.87,2.2,1.3,1.56,1.45,2.41,1.72,1.84,13.04,8.41,4.09,352.27,636970352.0,4150515916.0,8531334851.0,9164711643.0,1921.0,401.0,20013022.49,0.87,111.99
2021-09-01,6.2,6.0,1100.0,1.2,-0.64,1409288.0,193060.0,27959.0,283807.0,186893.0,498658.0,691718.0,235406.0,415.0,29047.0,333511.0,202391.0,1626.0,10880.0,7976.0,20482.0,36892.0,12141.0,7.0,20253.0,5948.0,146280.0,41.2,30.82,16.96,20.45,19.02,33.05,23.9,25.24,62.22,52.27,90.17,79.4,84.05,73.12,46.93,43.7,12.4,26.16,23.7,37.18,29.64,33.58,31.04,22.93,11.63,6.27,3.32,3.72,3.46,2.43,1.58,2.17,2.68,5.88,8.71,6.43,2.74,4.21,4.04,2.45,2.79,2.67,3.28,3.42,3.81,5.57,4.65,0.71,168.66,63.31,203.1,168.9,127.0,12.6,171886.0,92976.0,13453.0,2856.0,2801.0,2.92,2.26,1.31,1.56,1.46,2.41,1.8,1.89,13.11,8.58,4.17,360.47,629638197.0,4195671424.0,8583398277.0,9280648380.0,1213.0,226.0,11793470.34,1.16,114.66
2021-10-01,6.2,6.0,1100.0,,0.64,1443998.0,201717.0,28500.0,286825.0,188719.0,504045.0,705762.0,238160.0,401.0,30396.0,348886.0,202380.0,1600.0,9226.0,7350.0,18176.0,33670.0,11747.0,6.0,21536.0,6113.0,150283.0,43.15,32.37,17.86,20.57,19.65,35.4,24.81,26.52,61.78,52.0,90.57,79.43,84.27,72.67,47.19,42.3,12.03,26.38,23.74,36.77,28.6,32.95,30.44,25.69,11.5,6.31,3.35,3.82,3.49,2.24,1.5,2.04,2.63,6.41,9.13,6.87,2.97,4.23,4.04,2.29,2.69,2.54,3.21,3.51,3.78,5.69,4.81,0.76,172.62,64.62,160.1,190.0,133.4,12.1,172019.0,93958.0,12906.0,2817.0,2761.0,3.03,2.36,1.38,1.57,1.51,2.56,1.86,1.98,13.19,8.72,4.24,401.15,619047658.0,4177585149.0,8561880135.0,9333664154.0,870.0,114.0,6308413.69,1.25,109.37
2021-11-01,6.1,5.9,1100.0,0.84,0.02,1488278.0,205588.0,28893.0,290069.0,190966.0,509928.0,715516.0,238809.0,387.0,31790.0,378865.0,223990.0,1434.0,8536.0,7163.0,17133.0,32606.0,11432.0,4.0,23468.0,6629.0,171998.0,44.35,32.9,18.43,21.29,20.29,36.31,27.45,30.08,61.05,50.33,90.53,79.13,84.02,71.9,47.36,41.67,12.4,26.03,23.76,37.14,29.35,33.44,30.77,23.4,11.14,6.12,3.23,4.04,3.65,2.58,1.59,2.27,2.87,6.81,9.24,7.05,3.04,4.27,4.1,2.29,2.78,2.58,3.2,3.67,3.93,6.03,4.75,0.81,167.44,63.02,151.3,169.7,132.6,11.6,172151.0,94930.0,12405.0,2868.0,2730.0,3.11,2.4,1.42,1.62,1.55,2.61,2.04,2.22,13.22,8.54,4.16,399.81,623268166.0,4187267597.0,8691065342.0,9428615562.0,608.0,84.0,4368805.73,0.95,109.35
2021-12-01,6.1,5.9,1100.0,0.73,0.87,1513945.0,210670.0,29171.0,292039.0,192417.0,513626.0,724296.0,241221.0,378.0,32683.0,392737.0,224634.0,1195.0,7478.0,5883.0,14555.0,29374.0,12443.0,4.0,23796.0,6850.0,176134.0,45.02,34.47,19.2,22.85,21.41,37.6,26.79,29.35,61.62,52.2,91.77,78.67,84.63,72.31,47.36,44.1,12.03,26.17,22.92,37.29,29.2,33.43,30.88,23.41,15.22,6.16,3.33,3.86,3.66,2.25,1.39,2.01,2.63,6.64,8.64,6.76,3.0,4.37,4.49,2.3,2.84,2.63,3.3,3.76,3.61,6.08,4.98,0.78,168.41,63.56,91.3,110.1,115.0,11.1,172283.0,95747.0,12011.0,3125.0,2708.0,3.15,2.5,1.47,1.73,1.63,2.7,2.0,2.17,13.3,8.58,4.19,396.96,653420212.0,4320167468.0,8814965194.0,9555234492.0,411.0,71.0,4025548.58,0.73,112.0
2022-01-01,6.2,6.0,1212.0,0.67,1.82,1528392.0,218204.0,29577.0,293009.0,192078.0,514663.0,732867.0,242448.0,362.0,34014.0,392650.0,200482.0,1255.0,5699.0,2575.0,9528.0,27167.0,10507.0,3.0,25799.0,6890.0,159825.0,46.34,35.47,20.27,25.52,23.09,37.72,26.87,29.41,60.5,49.93,87.67,73.87,80.36,70.34,47.63,43.4,11.8,26.35,23.83,37.46,30.17,33.95,31.59,22.85,10.47,6.19,3.29,4.21,3.6,2.56,1.4,2.19,2.89,7.12,9.24,7.44,3.33,4.63,4.86,2.31,2.88,2.67,3.43,3.97,3.79,6.07,5.46,0.84,172.46,67.56,98.7,111.5,113.9,11.2,172414.0,95428.0,12048.0,3138.0,2736.0,3.22,2.56,1.55,1.91,1.75,2.7,2.0,2.17,13.27,8.71,4.4,408.84,599753042.0,4206294859.0,8711765800.0,9488551951.0,403.0,53.0,2893682.11,0.54,108.35
2022-02-01,6.2,6.0,1212.0,1.0,1.83,1537422.0,222083.0,29728.0,295027.0,191573.0,516328.0,738411.0,244050.0,357.0,35751.0,393973.0,187146.0,1227.0,6758.0,2995.0,10980.0,24792.0,10357.0,4.0,23018.0,7009.0,149229.0,48.13,36.16,20.4,24.84,22.94,38.76,26.46,29.09,59.88,49.83,88.3,74.5,80.96,70.02,47.43,45.07,11.9,26.31,23.58,37.36,31.41,34.37,31.55,23.23,10.12,6.36,3.24,4.18,3.62,2.56,1.37,2.18,2.9,6.74,9.48,7.26,3.35,4.72,4.67,2.27,2.91,2.65,3.44,4.05,3.55,6.03,5.77,0.92,174.32,73.18,175.0,158.6,115.0,11.2,172546.0,95234.0,12016.0,3092.0,2743.0,3.33,2.61,1.56,1.87,1.74,2.77,1.98,2.15,13.46,8.77,4.68,405.63,604776930.0,4270965320.0,8734415003.0,9603103276.0,423.0,57.0,3955659.53,1.01,104.05
2022-03-01,6.3,6.1,1212.0,1.71,1.74,1568664.0,227149.0,29893.0,297836.0,193930.0,521659.0,748808.0,244930.0,349.0,37865.0,411397.0,230064.0,1421.0,7490.0,5803.0,14714.0,30494.0,11750.0,9.0,29031.0,8734.0,183962.0,49.55,36.59,20.53,26.26,23.57,40.67,27.15,19.88,60.37,49.43,87.8,78.47,82.17,70.43,47.09,39.47,12.03,26.92,23.59,37.68,31.27,34.5,31.62,25.63,9.66,6.11,3.34,4.53,3.65,2.71,1.32,2.25,3.05,7.67,9.64,8.08,3.68,4.85,4.71,2.22,2.83,2.59,3.53,4.25,3.94,6.16,5.84,1.02,172.49,73.63,136.6,183.4,116.6,11.1,172678.0,95275.0,11949.0,2856.0,2757.0,3.41,2.63,1.57,1.96,1.78,2.88,2.02,1.52,13.54,8.71,4.71,423.39,602964529.0,4370943102.0,9031763011.0,9864187068.0,368.0,51.0,2515509.92,1.62,105.12
2022-04-01,6.4,6.2,1212.0,1.04,1.41,1597130.0,230301.0,30287.0,301059.0,204059.0,535405.0,765706.0,245423.0,351.0,39199.0,419598.0,223322.0,1346.0,7138.0,13355.0,21839.0,36316.0,10565.0,9.0,26936.0,7826.0,172923.0,49.91,36.81,20.91,26.93,24.08,40.03,27.23,23.43,61.15,49.73,90.73,80.9,84.76,71.5,47.12,46.77,11.8,26.63,23.54,36.96,30.84,33.87,31.2,25.18,9.75,6.1,3.33,4.4,3.83,2.46,1.19,2.05,2.85,7.76,9.84,7.94,3.56,5.04,4.71,2.22,2.67,2.54,3.54,4.47,3.61,6.38,6.3,0.99,175.49,76.27,83.4,140.0,114.2,10.5,172807.0,96512.0,11349.0,2867.0,2747.0,3.43,2.65,1.59,2.01,1.81,2.85,2.03,1.77,13.64,8.81,4.84,418.63,610803461.0,4437056510.0,9092619604.0,9937518162.0,388.0,57.0,4048493.4,1.06,104.35
2022-05-01,6.4,6.1,1212.0,0.45,0.52,1628537.0,234183.0,30676.0,304191.0,208836.0,543703.0,777885.0,246673.0,347.0,40116.0,435267.0,239059.0,1455.0,8119.0,8503.0,18078.0,33614.0,12209.0,21.0,26857.0,8323.0,187025.0,50.41,36.81,21.09,26.74,24.13,40.57,27.15,25.76,61.88,50.0,92.87,79.77,85.47,72.51,46.93,40.57,12.17,26.97,23.55,37.78,31.14,34.43,31.62,25.19,9.17,6.34,3.52,4.43,3.93,2.46,1.09,2.01,2.82,7.67,9.44,8.01,3.48,5.26,4.84,2.27,2.62,2.55,3.68,4.77,3.84,6.03,6.55,1.1,172.73,76.62,87.6,87.3,114.4,9.8,172938.0,97516.0,10631.0,2890.0,2758.0,3.46,2.65,1.61,1.99,1.82,2.88,2.02,1.93,13.74,8.72,4.85,432.11,602960596.0,4528401923.0,9186556753.0,10060371988.0,394.0,51.0,3643066.86,0.47,105.87
2022-06-01,6.4,6.2,1212.0,0.62,0.59,1649207.0,237065.0,31173.0,306296.0,211707.0,549177.0,786241.0,247822.0,338.0,41332.0,442076.0,227180.0,1524.0,6631.0,7191.0,15346.0,30556.0,11584.0,1.0,27689.0,8113.0,181131.0,51.51,36.22,22.35,26.34,24.65,41.27,27.43,30.59,61.16,51.17,91.23,78.93,84.27,71.79,46.66,45.03,12.2,27.18,23.68,37.8,31.74,34.67,31.85,25.06,8.8,6.38,3.49,4.33,3.95,2.59,1.07,2.08,2.85,7.54,8.52,8.13,3.48,5.24,4.52,2.23,2.43,2.44,3.68,4.79,4.46,6.46,6.59,1.09,173.19,78.69,31.9,38.6,101.1,9.3,173068.0,98269.0,10080.0,2923.0,2775.0,3.52,2.61,1.7,1.97,1.85,2.92,2.04,2.25,13.77,8.74,4.96,428.02,609435478.0,4627983191.0,9257217628.0,10144119722.0,342.0,44.0,3128895.42,0.67,103.6
2022-07-01,6.7,6.4,1212.0,-0.6,0.21,1669791.0,239494.0,31658.0,309350.0,214350.0,555358.0,794852.0,248623.0,330.0,42645.0,449609.0,227425.0,1511.0,8436.0,6724.0,16670.0,30795.0,10935.0,8.0,27962.0,8197.0,183415.0,53.36,36.91,22.95,26.26,24.99,41.22,27.64,31.85,63.94,50.8,102.9,77.43,90.05,76.27,46.76,35.04,12.37,27.01,23.58,37.43,31.2,34.24,31.64,24.71,8.48,6.39,3.54,4.33,4.04,2.4,1.17,2.02,2.81,7.56,7.86,8.19,3.56,5.47,4.36,2.2,2.49,2.44,3.78,4.95,3.93,7.03,7.04,1.1,181.7,85.21,83.1,120.7,98.6,9.1,173198.0,98666.0,9882.0,2952.0,2807.0,3.63,2.65,1.74,1.96,1.88,2.92,2.05,2.33,14.26,9.01,5.27,417.62,603734003.0,4689343288.0,9236804120.0,10177549496.0,371.0,60.0,4481764.73,-0.68,105.58
2022-08-01,6.6,6.4,1212.0,,-0.7,1694665.0,241682.0,32540.0,310709.0,216587.0,559835.0,801517.0,250948.0,313.0,42884.0,458992.0,243934.0,1687.0,9566.0,6878.0,18130.0,33691.0,12577.0,1.0,29108.0,8461.0,192829.0,54.02,37.41,22.82,26.53,25.07,40.99,27.42,18.53,63.32,51.33,98.1,76.83,87.14,74.95,46.92,39.27,12.23,27.39,22.46,38.1,31.47,34.64,32.02,24.93,7.46,6.44,3.53,4.35,4.08,2.22,1.09,1.89,2.75,7.54,7.7,8.57,3.72,5.62,5.26,2.13,2.26,2.36,3.84,5.1,4.1,6.33,7.25,1.24,186.84,87.7,153.6,154.9,100.8,8.9,173328.0,99013.0,9694.0,2977.0,2834.0,3.66,2.68,1.73,1.98,1.88,2.9,2.04,1.43,14.35,9.18,5.39,414.63,603313056.0,4778941120.0,9502994255.0,10381807860.0,423.0,81.0,5237827.46,-0.36,106.76
2022-09-01,6.6,6.4,1212.0,-0.32,-0.95,1711737.0,244167.0,32830.0,314219.0,218503.0,565552.0,809720.0,252668.0,302.0,44313.0,462066.0,236630.0,1572.0,8453.0,6863.0,16888.0,32004.0,11922.0,0.0,31529.0,8891.0,191878.0,53.82,37.46,23.18,26.75,25.36,40.21,27.1,22.78,62.64,50.57,94.63,77.77,85.55,73.35,47.09,35.43,14.3,27.36,22.42,38.22,31.33,34.65,32.04,24.87,14.99,6.64,3.57,4.29,4.01,2.21,0.97,1.84,2.68,7.41,7.27,8.65,3.78,5.69,5.22,2.08,1.96,2.22,3.79,5.18,4.1,6.9,7.55,1.32,185.55,89.23,74.9,96.4,95.9,8.7,173457.0,99269.0,9460.0,2995.0,2872.0,3.65,2.69,1.75,2.0,1.9,2.86,2.02,1.72,14.18,9.14,5.46,408.91,606755327.0,4860082436.0,9595062884.0,10475858204.0,453.0,77.0,5159937.55,-0.29,111.46
2022-10-01,6.8,6.6,1212.0,0.47,-0.97,1744052.0,247144.0,41147.0,318056.0,221477.0,580680.0,827824.0,254301.0,295.0,45910.0,471187.0,244752.0,9478.0,8328.0,6828.0,24634.0,38620.0,11589.0,1.0,30961.0,8968.0,193374.0,56.57,46.79,26.28,26.91,27.67,42.35,27.2,23.22,59.14,51.27,80.43,78.2,77.92,68.08,47.12,27.4,13.47,26.78,22.58,35.9,31.39,33.25,31.08,24.14,14.94,6.7,3.62,4.32,3.4,2.23,1.03,1.86,2.67,7.69,7.15,8.74,3.74,5.8,4.24,2.04,1.98,2.17,3.78,5.35,4.1,7.43,7.8,1.4,184.98,94.88,105.6,107.6,93.4,8.3,173587.0,99661.0,9022.0,3019.0,2895.0,3.81,3.25,1.96,2.01,2.06,2.99,2.03,1.76,14.53,9.12,5.72,394.52,594572665.0,4865558637.0,9513988858.0,10469645139.0,431.0,91.0,7137263.19,0.59,114.23
2022-11-01,6.8,6.5,1212.0,0.38,-0.56,1768115.0,248657.0,41552.0,318060.0,224606.0,584217.0,832874.0,256495.0,284.0,46570.0,487188.0,251249.0,3968.0,7184.0,7435.0,18587.0,32064.0,11617.0,1.0,31492.0,9012.0,206024.0,57.28,44.45,23.8,26.93,26.24,41.95,27.65,19.88,61.08,54.23,89.57,78.33,83.08,71.99,46.86,31.37,12.67,26.98,19.91,38.08,31.3,34.2,31.85,24.18,15.01,6.8,3.62,4.46,3.29,2.43,0.99,1.94,2.78,7.92,7.14,9.06,3.79,5.81,4.24,2.02,1.97,2.16,3.81,5.49,3.76,7.35,7.77,1.66,180.66,98.66,70.3,83.7,89.2,8.1,173715.0,99693.0,8741.0,3136.0,2924.0,3.85,3.11,1.8,2.01,1.96,2.96,2.06,1.52,14.28,8.98,5.89,399.49,606868801.0,4960885500.0,9618776990.0,10618431343.0,307.0,46.0,3499967.65,0.41,116.79
2022-12-01,7.1,6.8,1212.0,0.69,0.45,1778288.0,250006.0,41596.0,321347.0,224883.0,587826.0,837832.0,258433.0,277.0,46819.0,495313.0,251291.0,1290.0,6201.0,6270.0,13761.0,28684.0,12034.0,1.0,30191.0,9227.0,208397.0,55.66,39.25,24.54,27.05,26.51,40.92,28.68,11.52,62.25,50.2,90.37,77.63,82.65,73.49,46.59,28.53,12.27,26.3,19.73,36.89,28.78,32.57,30.82,24.07,14.99,6.78,3.69,4.25,3.6,2.27,0.97,1.86,2.69,7.44,6.5,8.63,3.48,5.91,4.48,2.04,2.0,2.2,3.86,5.4,3.35,7.9,7.89,1.51,181.44,93.87,91.7,140.8,89.2,7.9,173844.0,99370.0,8572.0,3386.0,2930.0,3.76,2.8,1.85,2.02,1.98,2.9,2.12,0.91,14.58,9.01,5.67,390.76,645798347.0,5105452217.0,9687094657.0,10709515205.0,222.0,33.0,2083586.25,0.62,122.84
2023-01-01,7.3,7.0,1302.0,0.46,0.21,1799085.0,253435.0,41807.0,324722.0,230516.0,597045.0,850480.0,260316.0,297.0,48186.0,496886.0,242828.0,1614.0,8816.0,9243.0,19672.0,34279.0,11602.0,1.0,31959.0,9542.0,196846.0,56.91,39.32,24.42,27.7,26.71,41.65,29.05,19.32,61.6,49.03,90.27,79.27,83.17,72.99,46.69,44.18,12.67,27.24,19.64,37.94,31.12,34.04,32.31,24.67,13.29,6.84,3.72,4.53,3.81,2.63,0.99,2.08,2.97,7.73,5.9,9.19,3.56,6.1,4.67,2.11,2.01,2.25,3.92,5.53,3.07,8.58,8.22,1.63,183.12,96.1,109.9,103.9,89.2,8.4,173972.0,98636.0,8995.0,3400.0,2943.0,3.83,2.8,1.84,2.06,1.99,2.94,2.15,1.48,14.65,9.06,5.77,380.67,595517983.0,5034001567.0,9649836121.0,10729241619.0,461.0,76.0,5921976.41,0.53,125.38
2023-02-01,7.5,7.2,1302.0,,-0.06,1800193.0,254496.0,41579.0,327868.0,233105.0,602552.0,857049.0,260637.0,256.0,49336.0,488716.0,218186.0,1377.0,7436.0,6530.0,15343.0,27492.0,9954.0,1.0,30505.0,9300.0,181888.0,58.54,39.65,24.5,27.47,26.67,42.23,28.96,27.69,60.92,47.93,90.67,77.47,82.61,71.82,46.09,32.0,11.77,27.01,19.59,37.9,31.12,34.03,31.94,24.79,14.76,6.57,3.48,4.51,4.03,2.67,0.95,2.1,2.94,7.82,6.61,9.25,3.58,6.12,4.28,2.07,1.99,2.19,3.84,5.6,3.48,9.11,8.54,1.73,191.83,102.42,104.1,99.1,87.6,8.6,174100.0,98122.0,9224.0,3312.0,2945.0,3.91,2.82,1.84,2.04,1.99,2.98,2.14,2.06,14.74,9.34,6.05,374.72,599821499.0,5094021240.0,9732516870.0,10819964725.0,280.0,46.0,3488839.08,0.84,128.78
2023-03-01,7.4,7.2,1302.0,0.64,0.05,1815093.0,253549.0,41748.0,329350.0,234526.0,605624.0,859173.0,262887.0,254.0,62381.0,499976.0,252192.0,1554.0,8454.0,3922.0,13930.0,29158.0,13067.0,0.0,30772.0,10937.0,207403.0,58.61,39.29,24.75,26.39,26.35,42.17,28.58,25.05,60.34,48.4,89.67,76.4,81.68,71.06,45.99,39.67,11.87,26.86,19.3,37.89,29.95,33.53,31.67,24.82,14.69,6.22,4.1,4.63,3.98,2.86,0.93,2.19,2.97,7.95,6.01,7.92,3.79,6.05,4.22,2.01,1.89,2.12,3.77,5.46,3.27,7.81,8.48,1.94,193.16,102.41,80.9,90.5,83.9,8.8,174228.0,97825.0,9432.0,3085.0,2953.0,3.92,2.8,1.86,1.97,1.97,2.98,2.12,1.88,14.97,9.38,6.05,364.06,600411789.0,5227111932.0,9926239857.0,11004070457.0,370.0,62.0,4548217.75,0.71,127.42
2023-04-01,7.6,7.3,1302.0,0.53,-0.95,1823907.0,258477.0,41663.0,331489.0,236710.0,609863.0,868340.0,264473.0,249.0,63235.0,497426.0,227114.0,1387.0,6991.0,5150.0,13528.0,26062.0,10451.0,1.0,29622.0,9878.0,189886.0,59.6,39.16,24.63,25.48,25.91,43.07,28.46,29.85,60.37,49.67,92.07,75.1,82.55,71.64,45.89,31.37,12.67,26.93,19.3,37.06,29.97,33.1,31.68,24.55,14.68,8.47,5.47,4.5,4.05,2.73,0.94,2.12,2.84,7.88,5.49,7.92,3.61,6.2,4.44,2.01,1.93,2.15,3.8,5.5,3.12,8.13,8.77,2.03,200.54,104.57,42.5,42.9,80.1,8.5,174353.0,98031.0,9095.0,3060.0,2940.0,3.97,2.79,1.85,1.91,1.94,3.03,2.11,2.2,15.22,9.6,6.15,362.44,601348363.0,5256116447.0,10004442349.0,11083646404.0,219.0,42.0,3129676.04,0.61,125.1
2023-05-01,7.7,7.3,1320.0,0.36,-1.84,1847884.0,261365.0,41590.0,333570.0,237732.0,612892.0,874257.0,266885.0,237.0,64548.0,509594.0,256199.0,1704.0,7982.0,5462.0,15148.0,29922.0,12677.0,1.0,29644.0,10876.0,207630.0,59.87,38.99,24.6,25.33,25.81,42.85,28.08,32.15,60.89,50.6,91.6,76.87,83.07,71.85,45.92,31.43,13.43,27.11,20.56,37.69,30.57,33.77,31.83,24.73,14.51,8.21,5.42,4.55,4.19,2.72,0.84,2.09,2.85,7.85,5.4,8.02,3.7,6.29,4.64,2.02,1.82,2.12,3.78,5.65,2.56,8.74,8.77,2.19,194.2,105.99,99.2,108.0,80.7,8.3,174481.0,98400.0,8945.0,3058.0,2937.0,3.99,2.78,1.85,1.9,1.93,3.02,2.08,2.35,15.33,9.41,6.21,345.47,588530231.0,5332968713.0,10033043466.0,11120818837.0,278.0,62.0,4488398.73,0.23,122.22
